interesting0000,interesting0030,interesting0060,interesting0090,interesting0120,interesting0150,interesting0180,notatallboring0190,interesting0210,interesting0240,interesting0270,country_names,population
0.14404260650685255,1.0777355724910547,0.7367162590829909,-0.8902549970895242,-0.814591257659593,-0.8231459009203624,-0.0005136854682104558,-0.2703920830716345,0.5148596138079697,-0.6263290543025846,1.696523733292538,Ecuador,17643060
-0.7577958782966753,0.8731472472046634,-1.48904678332823,0.20747454291465,0.08132208936304647,1.3801258974566477,-0.08414277084695267,-0.7942098943130128,-0.9237682244556784,0.2431820847639776,-0.6015954365479979,Antarctica,1000
0.2374569087356026,-1.0677492356868048,-0.4741880415157202,0.3720723399262392,0.931340539810016,-0.12644142312876092,0.4078370389645877,-1.1915865942984725,-2.9795326591220244,0.46161012587888783,0.8640752301455907,Russia,144104080
1.4104039055641282,1.3067052625031188,-0.34567170985789525,0.4755290315843667,-1.4488212522542572,0.22229915620480234,-0.6859623770729781,-1.4325283509326083,0.48902476615379964,-2.6569305564052454,-1.8627585090091172,Bangladesh,164689383
-0.9190166521256009,0.19646559653639672,-1.2541027296689686,-0.12484706443208296,-0.5511195456760867,-0.7837948147146651,-0.921784455903684,0.07767717036961273,-0.4020238642094371,-1.6350259417137687,-1.7140791747439765,Montserrat,4922
0.27614394934283465,0.5229660768503888,-0.1856062032665166,-1.217495359937461,0.7408190971699087,1.2646869969511683,0.3057077684557324,-0.5510906932521571,0.2397385824822329,-0.044752414214981766,-0.038970464259537006,Réunion,840974
-1.1465371084539933,1.9951851113995274,-0.9058990972185867,2.37891268514219,-1.501992309473985,-0.12810367361508546,-0.7174294189635428,1.2526080515985265,0.31638025526665137,-0.7334056609034675,-0.0227626852268366,Liberia,5057677
0.1043835579450354,-0.6670924920777267,-0.022496476149262,-0.6382597363395371,-0.5351816544970277,-1.5457071527640633,-0.13343622201472158,-0.11255799573013665,0.2992157866600588,1.2821053173628307,1.351458620070645,Anguilla,13452
0.4389646509109507,-0.9347727842198758,-1.9031934724537158,0.3748111036439763,1.3879640361251868,-1.1721318487476864,0.03790682649574097,-0.6816184206777666,-1.4865227233211078,-1.0385338701071862,-0.2663336053856353,DR Congo,108407721
0.4915379755724895,-0.7181407428337079,1.9456127572476036,1.4564056146572757,-0.5640474407451347,-0.2744729865614034,-0.07882719851541985,-0.4884313924501155,1.1411983188820711,0.7697569590635894,-0.1554386348564141,Puerto Rico,3194034
0.16691367184641942,1.1570555555804933,-1.4204511704604672,-0.28564390048874283,0.7761075093911841,2.999929917797541,-0.054573975195009984,0.9431880506698318,2.5231062583585064,1.0033052623681615,-2.1119070903052304,Georgia,3714000
0.8548403821789493,-0.20837519351918699,-1.3633787771227752,0.938726958416013,0.7719789191012107,0.3214100662769773,0.9318006033394752,0.7360426823064724,-0.32308328733625163,-0.4179180083547078,1.6673275397583913,Russia,144104080
-0.03024386744915254,1.8058523452163016,0.45368852470943016,-0.7795993489859576,1.8011889792165192,0.11870658119710024,0.38208785322361616,0.027392733304096844,-0.26085715861062364,-0.0965002711385758,-0.06081227890574034,Morocco,36910558
-0.1778326877965261,-1.0939538200356063,-0.4147768715886966,1.5166770667001954,-1.0027074142590104,0.2932655268573009,1.010620781035148,1.0840142088468658,0.6065511972310359,-0.4311095899861099,-0.3729669812528227,DR Congo,108407721
-0.21680242721109236,0.30140899587333597,0.9995883779512013,-0.88692379810787,-1.772706082760509,-0.8674948802895464,1.2381434429794211,-0.7274196687154438,-0.45444170779144744,0.4668210478104164,-1.0464808130161762,Austria,8917205
-0.42883422516850705,0.35364511805413906,-0.5296379461514789,-0.504621050580414,-0.27709003394309323,0.3734210427953727,0.4125294453879207,-0.8965516764841803,-0.17976834639823136,-2.016202874011224,-1.2945026992255848,Curaçao,155014
0.39513316126624,-0.30375776883906286,1.055977985817614,-0.44804238145107317,-0.8910373984876191,-0.0857885634304923,0.2350056198741603,0.06612928301872763,-1.3424105567368527,-0.22663450307053645,-1.0894452221394704,Timor-Leste,1318442
1.127020551371772,-0.658752699203194,1.764317556796629,-0.622430743282452,2.374454401549835,-0.07662853962204784,-0.5016297451248386,-0.8734653452141237,-0.05937390823682713,-0.08547500952264565,-1.4876322639934798,Ukraine,44134693
0.6006848731358346,0.8776133504359395,0.13889996963997334,-1.9995151236390167,0.49280573803652583,0.15030944447991232,0.9661710009234724,0.3798760817835609,-0.20882733021925784,1.8078905297096999,1.0467288283635585,Guam,168783
